Marca temporal,Evaluador ,Nombre ,Número la Mandíbula ,ID (Código de la Mandíbula),Impresión total [Izquierda],Mentón [Izquierda],Ángulo mandibular [Izquierda],Ángulo mandibular [Derecha ],Eversión gonial [Izquierda],Eversión gonial [Derecha ],Margen inferior [Izquierda],Cuerpo mandibular [Izquierda],Rama mandibular [Izquierda],Rama mandibular [Derecha ],Incisura mandibular / Escotadura sigmoidea [Izquierda],Incisura mandibular / Escotadura sigmoidea [Derecha ],Proceso condilar [Izquierda],Proceso condilar [Derecha ],Proceso coronoide [Izquierda],Proceso coronoide [Derecha ],Arco dental [Izquierda],Dientes (Número),Comentarios,Diente  [Izquierda]
11/11/2019 17:57:44,Obs 06,Jonathan Romero Franco,19,UNAM N°63,-1,-1,0,0,0,0,+1,-1,0,-1,+1,0,-1,0,-2,-1,-1,12,"La mandíbula se encuentra seccionada longitudinalmente
",
11/11/2019 18:00:49,Obs 06,Jonathan Romero Franco,10,ConaN17,-2,-2,+2,+1,+1,+1,0,-2,-2,-2,-1,-1,-2,-1,-1,-1,-1,0,,
11/11/2019 18:01:02,Obs 07,Valeria Vidal Gallegos,19,UNAMN.63,-1,No identificado,-1,-1,-1,-1,-1,-1,No identificado,No identificado,-1,0,-1,-1,-1,-1,No identificado,12,,
11/11/2019 18:04:21,Obs 07,Valeria Vidal Gallegos,10,ConaN17,0,+1,+2,+2,+2,+2,0,+1,+1,+1,0,+1,-1,0,-1,-1,0,0,,
12/11/2019 9:55:43,Obs 02,Mariana,20,Cona00020,+1,+1,+2,+2,+2,+2,+1,+1,+1,+1,0,0,0,+1,+1,+1,+1,4,,
12/11/2019 9:57:28,Obs 01,Miguel Ángel Gallegos Guzmán,20,Cona 00020,+2,+2,+2,+2,+2,+2,+2,+2,+2,+2,-1,-1,+2,+2,+1,+1,+2,4,,
12/11/2019 9:58:21,Obs 04,ANTONIO CRUZ MARTINEZ,61,Cona00061,+1,+1,+2,No identificado,+1,+1,+2,+1,+1,No identificado,No identificado,No identificado,+1,No identificado,No identificado,+1,+1,0,presenta fractura de la rama derecha,
12/11/2019 10:00:08,Obs 01,Miguel Ángel Gallegos Guzmán,42,Cona 00042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,+1,+1,-1,No identificado,-1,-1,-1,0,,
12/11/2019 10:00:44,Obs 04,ANTONIO CRUZ MARTINEZ,18,Cona00018,+1,+1,+2,+2,+2,+1,+2,+1,+2,+1,+1,+1,+1,+1,+1,+1,0,4,presenta restos radiculares,
12/11/2019 10:02:43,Obs 02,Mariana,42,Cona00042,0,0,0,-1,+1,0,+1,+1,-1,+1,-1,+1,0,No identificado,+1,+1,+1,0,Presenta fractura de cóndilo derecho,
12/11/2019 10:02:59,Obs 01,Miguel Ángel Gallegos Guzmán,32,Cona 00032,+1,+1,0,0,0,0,+1,+1,+1,+1,+1,+1,No identificado,0,No identificado,-1,-2,5,no cuenta con condilo izquierdo,
12/11/2019 10:04:03,Obs 04,ANTONIO CRUZ MARTÍNEZ ,73,Cona00073 ,-1,-1,+1,+1,0,0,-1,+1,+1,+1,-1,-1,No identificado,+1,+1,+1,+2,0,Presenta fractura del cóndilo izquierdo ,
12/11/2019 10:05:03,Obs 02,Mariana,32,Cona00032,+1,+1,+1,+1,+1,+1,+2,+1,0,+1,No identificado,0,No identificado,0,No identificado,+1,+1,5,Cóndilo izquierdo y proceso coronoide izquierdo fracturados. ,
12/11/2019 10:05:27,Obs 01,Miguel Ángel Gallegos Guzmán,7,Cona 0007,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,0,1,,
12/11/2019 10:07:07,Obs 04,ANTONIO CRUZ MARTÍNEZ ,47,Cona00047,-1,+2,+1,+1,+1,+1,+1,+1,+2,+1,+2,+2,+1,No identificado,+2,+2,+2,12,Presenta fractura del cóndilo derecho y restos radiculares de incisivos centrales ,
12/11/2019 10:07:29,Obs 02,Mariana,7,Cona00007,0,No identificado,+1,+1,+1,+1,0,No identificado,+1,+1,0,0,0,No identificado,0,0,-1,1,"Ambos cóndilos presentan fracturas, el cuerpo mandibular no presenta el mentón",
12/11/2019 10:07:40,Obs 01,Miguel Ángel Gallegos Guzmán ,62,Cona 00062,+2,+2,+2,+2,+2,+2,+2,+2,+2,+2,-2,-2,No identificado,No identificado,-1,-1,-1,3,No presenta ambos condilos,
12/11/2019 10:09:55,Obs 04,ANTONIO CRUZ MARTINEZ,64,Cona00064,+2,+2,+1,+1,+1,+1,+1,+1,+2,+1,+2,+2,+2,+2,+2,+2,+1,0,presenta un fractura en el cuerpo de la rama de lado derecho,
12/11/2019 10:10:51,Obs 01,Miguel Ángel Gallegos Guzmán,49,Cona 00049,0,0,-1,-1,0,0,-1,-1,+1,+1,+1,+1,No identificado,0,-1,-1,0,3,No presenta condilo izquierdo,
12/11/2019 10:12:37,Obs 04,ANTONIO CRUZ MARTINEZ,77,Cona00077,+2,+1,+1,+1,+1,+1,+2,+1,+1,+1,+1,No identificado,No identificado,No identificado,+1,No identificado,+1,0,presenta fractura de ambos cóndilos por osteoporosis y fractura del proceso coronoides derechos,
12/11/2019 10:14:12,Obs 01,Miguel Ángel Gallegos Guzmán,24,Cona 00024,0,0,+1,+1,0,0,+1,+1,+1,+1,+1,+1,No identificado,No identificado,-1,-1,+1,1,presenta fracturas en los condilos,
12/11/2019 10:14:31,Obs 02,Mariana,62,Cona00062,+1,+1,+1,+2,+1,0,+1,+2,+1,+1,+1,0,No identificado,No identificado,+1,+1,+1,3,Presenta ambos cóndilos desgastados.,
12/11/2019 10:15:19,Obs 04,ANTONIO ,20,Cona00020,+1,+1,+2,+2,+2,+2,+2,+1,+2,+2,+1,+1,+1,+1,+1,+1,+1,4,,
12/11/2019 10:16:34,Obs 01,Miguel Ángel Gallegos Guzmán,34,Cona 00034,-1,-1,+1,+1,+1,+1,0,0,-1,-1,+2,+2,0,0,-1,-1,-1,1,,
12/11/2019 10:17:17,Obs 02,Mariana,49,Cona00049,+1,-1,0,0,0,0,+1,+1,+1,+1,+1,0,No identificado,0,0,0,+1,0,"Presenta dos restos radiculares, el cóndilo derecho se encuentra fracturado, y el cóndilo izquierdo presenta desgastes.",
12/11/2019 10:17:19,Obs 04,ANTONIO ,42,Cona00042,-1,+1,-1,-1,-1,-1,+1,-1,+1,+1,-1,-1,-1,No identificado,-1,-1,-1,0,Presenta fractura del cóndilo derecho ,
12/11/2019 10:19:11,Obs 01,Miguel Ángel Gallegos Guzmán,67,Cona 00067,+2,+2,+1,+1,+1,+1,+1,+1,-1,-1,0,0,No identificado,+1,+1,+1,+2,5,no presenta condilo izquierdo,
12/11/2019 10:20:02,Obs 04,ANTONIO,32,Co9na0032,+1,+1,+1,+1,0,0,+1,+1,+1,+1,No identificado,+2,No identificado,+1,No identificado,+1,+1,6,presenta fractura de condilo y proceso coronoides de lado izquierdo ,
12/11/2019 10:21:38,Obs 01,Miguel Ángel Gallegos Guzmán,78,Cona 00078,-2,-2,-1,-1,0,0,-2,-2,-2,-2,+2,+2,No identificado,No identificado,0,0,+1,0,presenta fracturas en ambos condilos,
12/11/2019 10:22:25,Obs 04,ANTONIO,7,Cona0007,+1,No identificado,-1,-1,+1,+1,No identificado,+1,+1,+1,-1,-1,+1,No identificado,+1,+1,-1,1,presenta corte de menton y fractura de condilos men cara externa e interna,
12/11/2019 10:24:29,Obs 02,Mariana,24,Cona00024,0,-1,0,+1,+1,+1,0,0,0,-1,0,0,No identificado,No identificado,-1,0,-1,1,Ambos cóndilos presentan fractura.,
12/11/2019 10:25:23,Obs 04,ANTONIO ,62,Cona00062,+1,+1,+2,+2,+1,+1,+2,+1,+1,+1,+2,+2,No identificado,No identificado,+1,+1,-1,3,Presenta fractura de ambos condilos y restauraciónes de los órganos dentarios presentes ,
12/11/2019 10:26:03,Obs 02,Mariana,34,Cona00034,0,+1,+1,+1,+1,+1,+1,0,+1,+1,+1,+1,-1,-1,0,0,No identificado,1,,
12/11/2019 10:27:05,Obs 01,Miguel Ángel Gallegos Guzmán,35,Cona 35,-1,-1,-1,-1,0,0,-2,-1,-2,-2,+1,+1,No identificado,No identificado,-2,-2,+1,1,presenta fracturas en ambos condilos,
12/11/2019 10:28:21,Obs 04,ANTONIO ,49,Cona00049,+1,0,+1,+1,0,0,+1,+1,+1,+1,-1,-1,No identificado,+1,+1,+1,+1,2,Presenta fractura del cóndilo izquierdo y restos radiculares de los órganos dentarios presentes ,
12/11/2019 10:28:55,Obs 02,Mariana,67,Cona00067,0,-1,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,No identificado,+1,+1,+1,-1,5,Presenta fractura del cóndilo izquierdo.,
12/11/2019 10:30:49,Obs 02,Mariana,78,Cona00078,0,-1,-1,-1,-2,-2,-1,-1,0,-1,0,0,No identificado,No identificado,0,-1,-1,0,,
12/11/2019 10:32:28,Obs 04,ANTONIO ,24,Cona00024,+1,+1,+1,+1,+1,+1,+1,+2,+2,+1,0,0,No identificado,No identificado,0,0,0,1,"Presenta fractura de ambos condilos en cara externa e interna, presenta el órgano dentario 38 retenido ",
12/11/2019 10:32:58,Obs 02,Mariana,35,Cona00035,+1,+1,+1,+1,+1,+1,0,+1,0,0,0,0,No identificado,No identificado,+1,0,-1,1,Ambos cóndilos presentan fracturas.,
12/11/2019 10:35:12,Obs 01,Miguel Ángel,76,Cona 00076,+1,+1,-1,-1,0,0,+1,+1,+1,+1,+1,+1,-1,-1,-1,-1,-1,8,,
12/11/2019 10:36:06,Obs 04,ANTONIO,34,Cona00034,+2,+2,+1,+1,+1,+1,0,+1,+2,+1,0,0,+1,+1,+1,+1,+1,1,presenta el órgano dentario 33 con fractura de corona a nivel del segundo tercio,
12/11/2019 10:38:40,Obs 04,ANTONIO,67,Cona00067,+2,+1,+1,+1,+2,+2,+2,+1,+1,+2,+1,+1,No identificado,+1,+1,+1,0,4,"presenta fractura del cóndilo izquierdo, al igual del organo dentario 46",
12/11/2019 10:39:57,Obs 01,Miguel Ángel,43,Cona 00043,+2,+2,-1,-1,0,0,+2,+1,+2,+2,+1,+1,+1,+1,+1,+1,+1,6,,
12/11/2019 10:41:00,Obs 04,ANTONIO,78,Cona00078,-1,0,-1,-1,-1,-1,-1,-1,0,0,+1,0,No identificado,No identificado,-1,-1,+1,0,presenta fractura de cara externa de ambos cóndilos ,
12/11/2019 10:41:59,Obs 01,Miguel Ángel,12,Cona 00012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,+1,+1,-2,-2,-1,-1,-1,2,,
12/11/2019 10:43:34,Obs 04,ANTONIO,35,Cona0035,+1,+2,+1,+1,0,+1,-1,+1,+1,0,+1,+1,No identificado,No identificado,+1,+1,+1,1,presenta ambos cóndilos fracturados derecho cara distal e izquierdo cara externa ,
12/11/2019 10:44:48,Obs 01,Miguel Ángel,39,Cona 00039,+1,+1,-1,-1,0,0,0,0,+1,+1,-2,-2,+1,No identificado,-1,-1,+1,1,presenta fractura en condilo derecho,
12/11/2019 10:45:19,Obs 02,Mariana ,76,Cona00076,+1,0,+1,+1,+1,+2,+1,+1,-1,+1,+1,0,-1,0,+1,+1,-1,7,Presenta un resto radicular.,
12/11/2019 10:47:08,Obs 02,Mariana,43,Cona00043,+1,0,0,No identificado,0,+1,+1,+1,-1,+1,+1,+1,+1,+1,+1,+1,+1,4,Presenta dos restos radiculares.,
12/11/2019 10:47:23,Obs 02,Mariana,43,Cona00043,+1,0,0,No identificado,0,+1,+1,+1,-1,+1,+1,+1,+1,+1,+1,+1,+1,4,Presenta dos restos radiculares.,
12/11/2019 10:47:24,Obs 01,Miguel Ángel,71,Cona 00071,0,0,-1,-1,-1,-1,+1,0,+1,+1,+1,+1,-1,-1,-1,-1,+1,2,,
12/11/2019 10:48:07,Obs 04,ANTONIO ,76,Cona00076,+1,0,+1,+1,+1,+1,+1,-1,+1,+1,+1,+1,+1,+1,0,0,-1,8,Presenta torus linguales a nivel del premolares y restos de los órganos dentarios 42 y 43,
12/11/2019 10:50:18,Obs 01,Miguel Ángel,41,Cona 00041,+1,+1,-1,-1,0,0,+2,+1,-1,-1,No identificado,-1,No identificado,0,No identificado,-1,+1,0,presenta corte de rama izquierda que no permite valorar estructuras,
12/11/2019 10:50:31,Obs 02,Mariana,12,Cona00012,0,-1,-1,+1,+1,+1,0,0,+1,+1,0,+1,-1,-1,-1,-1,-1,0,Presenta dos restos radiculares.,
12/11/2019 10:52:46,Obs 01,Miguel Ángel,22,Cona 00022,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-1,2,,
12/11/2019 10:52:53,Obs 02,Mariana,39,Cona00039,+1,+2,+1,0,+1,+1,0,+1,+1,0,-1,-1,+1,No identificado,+1,+1,0,0,"Presenta fractura en cóndilo derecho y desgastes en cóndilo izquierdo, presenta un resto radicular.",
12/11/2019 10:54:37,Obs 04,ANTONIO ,43,Cona00043,+2,+1,+1,No identificado,0,0,+2,+1,+1,+1,+2,+2,+2,+2,+2,+2,+2,6,"Presenta la mandíbula coloración café y corte del órgano dentario 37 en la cara distal y lingual, restos de los primeros molares ",
12/11/2019 10:54:49,Obs 02,Mariana,71,Cona00071,0,0,+1,+1,+2,+1,+1,+1,+1,+1,-1,-1,+1,+1,0,0,0,2,,
12/11/2019 10:54:55,Obs 01,Miguel Ángel,28,Cona 00028,0,0,-1,-1,0,0,0,-1,0,0,+1,+1,No identificado,No identificado,-1,-1,+1,0,presenta fractura de ambos condilos,
12/11/2019 10:57:16,Obs 04,ANTONIO ,12,Cona00012,-1,-1,+1,+1,+1,+1,0,0,+1,+1,0,0,-1,-1,-1,-1,-1,2,Presenta restos radiculares de los órganos dentarios 35 y 36,
12/11/2019 10:57:21,Obs 02,Mariana,41,Cona00041,+1,+1,+1,+1,0,0,+1,+1,No identificado,-1,No identificado,-1,No identificado,0,No identificado,0,-1,0,La rama mandibular izquierda a partir del tercio medio aproximadamente se encuentra seccionada.,
12/11/2019 10:57:30,Obs 01,Miguel Ángel,21,Cona 00021,+1,+1,-1,-1,0,0,+1,+1,-1,-1,+1,+1,+1,+1,+1,+1,+1,0,,
12/11/2019 10:59:34,Obs 01,Miguel Ángel,16,Cona 00016,+1,+2,-1,-1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,0,+1,0,,
12/11/2019 11:00:21,Obs 04,ANTONIO,39,Cona00039,+2,+2,+1,+1,+1,+1,+1,+2,+1,+1,+2,+2,No identificado,+2,+2,+2,+1,1,presenta fractura del cóndilo derecho y resto radicular del órgano dentario 45,
12/11/2019 11:02:17,Obs 01,Miguel Ángel,68,Cona 00068,0,-1,-1,-1,0,0,+1,-1,-1,-1,+2,+2,-2,-2,-1,-2,-1,0,,
12/11/2019 11:02:58,Obs 04,ANTONIO ,71,Cona00071,+1,+1,+2,+2,+1,+1,+2,+1,+1,+1,+2,+1,+1,+1,+1,+1,+1,2,presenta corte disto vestibular del organo dentario48,
12/11/2019 11:04:32,Obs 01,Miguel Ángel,36,Cona 00036,0,-2,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-2,5,,
12/11/2019 11:06:49,Obs 04,ANTONIO,41,Cona00041,+1,+1,+1,+1,+1,+1,+1,+1,No identificado,+1,No identificado,+1,No identificado,+1,No identificado,+1,+1,0,presenta corte de la rama mandibular izquierda,
12/11/2019 11:08:17,Obs 01,Miguel Ángel,3,Cona 0003,+1,+2,+2,+2,0,0,+2,+1,+2,+2,+1,-2,+1,No identificado,No identificado,+1,-1,0,,
12/11/2019 11:10:19,Obs 02,Mariana,22,Cona00022,0,+1,+1,+1,0,+1,+1,+1,+1,+1,+1,+1,No identificado,0,0,0,+1,2,"Presenta cóndilo izquierdo seccionado, y cóndilo derecho tiene un corte en la mitad.",
12/11/2019 11:11:39,Obs 01,Miguel Ángel,52,Cona 00052,-1,+1,-1,-1,0,0,-1,0,0,0,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+2,0,"presenta cortes en ambas ramas por lo cual no se evalúan condilos, escotaduras ni procesos coronoides",
12/11/2019 11:11:40,Obs 02,Mariana,28,Cona00028,+1,+1,+1,+1,+1,0,0,+1,+1,+1,+1,+1,No identificado,No identificado,+1,+1,0,0,Presenta ambos cóndilos fracturados.,
12/11/2019 11:13:10,Obs 04,ANTONIO ,22,Cona00022,+1,+2,+1,+1,+1,+1,+1,+1,+1,+1,0,0,+1,+1,+2,+2,+1,2,Presenta corte transversal del cóndilo derecho y sección del cóndilo izquierdo en la cara distal ,
12/11/2019 11:13:15,Obs 02,Mariana,21,Cona00021,0,0,+1,+1,0,0,+1,+1,-1,+1,+1,+1,+1,No identificado,+1,0,+1,0,Cóndilo derecho presenta desgastes.,
12/11/2019 11:14:19,Obs 01,Miguel Ángel,63,Cona 00063,+1,-1,-1,-1,-1,-1,+1,0,+1,+1,+1,+1,-2,-2,+1,+1,+1,5,,
12/11/2019 11:14:38,Obs 02,Mariana,16,Cona00016,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,0,0,0,+1,0,No identificado,0,Presenta desgaste en ambos cóndilos.,
12/11/2019 11:15:54,Obs 02,Mariana,68,Cona00068,0,-1,0,-1,+1,+1,+1,-1,-1,-1,+1,+1,-1,-1,0,0,+1,0,,
12/11/2019 11:16:05,Obs 04,ANTONIO ,28,Cona00028,+2,+1,+1,+1,0,0,+1,+1,+1,+1,+1,+1,No identificado,No identificado,+1,+1,+1,0,Presenta fractura de ambos condilos ,
12/11/2019 11:16:46,Obs 01,Miguel Ángel,8,Cona 0008,0,-1,-1,-1,0,0,0,0,0,0,+1,+1,No identificado,No identificado,+1,+1,-1,6,presenta fracturas en ambos condilos,
12/11/2019 11:18:43,Obs 01,Miguel Ángel,57,Cona 00057,+1,-2,-1,-1,0,0,+1,+1,+1,+1,+1,+1,-1,-1,+1,+1,-2,1,,
12/11/2019 11:19:25,Obs 04,ANTONIO,21,Cona00021,+1,+1,+1,+1,0,0,+1,+1,+1,+1,0,0,+1,+1,+1,+1,+1,0,presenta fractura del cóndilo derecho en cara externa superior e interna,
12/11/2019 11:20:41,Obs 04,ANTONIO,16,Cona00016,+2,+2,+2,+2,+1,+1,+1,+1,+1,+1,+2,+2,+2,+2,+2,+2,+1,0,,
12/11/2019 11:20:57,Obs 01,Miguel Ángel,17,Cona 00017,0,+1,-1,-1,0,0,+1,0,-1,-1,+2,+2,+2,+2,+2,+2,-1,0,,
12/11/2019 11:22:59,Obs 04,ANTONIO,68,Cona00068,+1,0,+1,+1,+1,+1,+1,0,+1,+1,-1,-1,-1,-1,-1,-1,-1,0,presenta formación de hueso a nivel de molares,
12/11/2019 11:23:05,Obs 01,Miguel Ángel,44,Cona 00044,+2,+2,+2,+2,+1,+1,+1,+1,+2,+2,-2,-2,No identificado,No identificado,+2,+2,+1,7,presenta fracturas condilares,
12/11/2019 11:24:53,Obs 01,Miguel Ángel,70,Cona 00070,-2,+2,-1,-1,+1,+1,0,-1,0,0,+2,+2,-1,-1,-2,-2,+2,0,,
12/11/2019 11:25:09,Obs 02,Mariana,36,Cona00036,0,+1,+1,+1,0,0,0,0,+1,+1,0,0,-1,0,-1,-1,-1,5,En ambos cóndilo se encuentran orificios. ,
12/11/2019 11:27:09,Obs 02,Mariana,3,Cona00003,0,0,No identificado,0,+1,0,0,+1,0,0,+1,No identificado,-1,No identificado,No identificado,+2,+1,0,Presenta fractura de cóndilo derecho y proceso coronoide izquierdo.,
12/11/2019 11:27:51,Obs 04,ANTONIO ,36,Cona00036,-1,+1,-1,-1,-1,-1,-1,-1,+1,+1,-1,-1,+1,+1,+1,+1,-1,5,Presenta dos perforaciones en ambos condilos y los órganos dentarios presentan desgaste ,
12/11/2019 11:28:44,Obs 02,Mariana,52,Cona00052,0,+1,+1,+1,+2,+2,+1,0,-1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+1,0,Presenta fracturas de ambos cóndilo y ambos procesos coronoides.,
12/11/2019 11:31:10,Obs 04,ANTONIO ,3,Cona00003,+2,+1,No identificado,No identificado,+1,+1,+2,+2,+1,+1,+1,+1,+2,No identificado,No identificado,+2,0,0,Presenta fractura de cóndilo derecho y proceso coronoides izquierdo ,
12/11/2019 11:31:37,Obs 03,Abigail Gómez Moreno ,20,Cona00020,0,+1,+2,+1,+2,+2,+1,+1,+2,+1,+1,+1,+2,+2,+1,+1,+2,4,,
12/11/2019 11:31:42,Obs 02,Mariana,63,Cona00063,0,-1,+1,+1,+1,+1,+1,+1,-1,0,+1,+1,-1,-1,-1,0,-1,0,Presenta 6 restos radiculares.,
12/11/2019 11:33:35,Obs 02,Mariana,8,Cona00008,+1,-1,-1,0,0,-1,0,0,-1,-1,0,-1,No identificado,No identificado,0,-1,+1,5,"Presenta fracturas en ambos cóndilos, presenta también un resto radicular.",
12/11/2019 11:33:37,Obs 03,Abigail Gómez Moreno ,42,Cona00042,0,+1,0,0,0,0,0,0,0,0,-1,+1,+1,No identificado,+1,+1,+1,0,,
12/11/2019 11:33:55,Obs 04,ANTONIO ,52,Cona00052,+2,+2,+1,+1,+2,+2,0,+1,+1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+2,0,Presenta corte transversal de ambas ramas a nivel de la incisura mandíbular,
12/11/2019 11:35:25,Obs 02,Mariana,57,Cona00057,0,-2,-1,-1,-1,-1,0,0,-1,-1,0,+1,-1,-1,-1,-1,-1,1,,
12/11/2019 11:36:16,Obs 03,Abigail Gómez Moreno ,32,Cona00032,0,-1,+1,+1,No identificado,+1,+1,+1,+1,+1,+1,-2,No identificado,+1,No identificado,+1,-2,6,,
12/11/2019 11:36:36,Obs 04,ANTONIO ,63,Cona00063,+1,0,+1,+1,0,0,+1,+1,+1,+1,+1,+1,+1,+1,0,0,+1,6,Presenta restos radiculares ,
12/11/2019 11:36:37,Obs 02,Mariana,17,Cona00017,+1,+1,+1,+1,+1,+1,0,+1,+1,0,+2,+2,0,0,+1,+1,+1,0,,
12/11/2019 11:38:38,Obs 03,Abigail Gómez Moreno ,07,Cona00007,-1,No identificado,+1,+1,0,0,No identificado,No identificado,+1,+1,0,+1,0,0,0,0,-2,1,,
12/11/2019 11:39:22,Obs 02,Mariana,44,Cona00044,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,-1,No identificado,No identificado,+1,+1,+1,6,"Presenta un resto radicular, presenta ambos cóndilos fracturados.",
12/11/2019 11:40:30,Obs 02,Mariana,70,Cona00070,0,0,+1,+1,+1,+1,+1,0,0,0,+1,+1,-1,-1,+1,+1,0,0,,
12/11/2019 11:40:46,Obs 04,ANTONIO ,8,Cona00008,+1,-2,+1,+1,0,0,-1,0,-1,-1,0,0,No identificado,No identificado,-1,-1,+1,6,Presenta fractura de condilos en su cara interna,
12/11/2019 11:41:11,Obs 03,Abigail Gomez Moreno ,62,Cona00062,-1,-1,+2,+2,+1,+1,+1,+1,+2,+2,-2,-2,No identificado,No identificado,+1,+1,0,3,,
12/11/2019 11:43:16,Obs 03,Abigail Gómez Moreno ,49,Cona00049,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,No identificado,0,-1,2,,
12/11/2019 11:44:22,Obs 04,ANTONIO,57,Cona00057,-1,-2,-1,-1,-2,-2,+1,-1,0,0,-1,-1,-2,-2,-1,-1,-1,1,presenta corte del órgano dentario 43 con exposición de cámara pulpar,
12/11/2019 11:46:01,Obs 04,ANTONIO,17,Cona00017,+1,+1,+1,+1,+1,+1,0,+1,+1,+1,-1,-1,0,0,+1,+1,+1,0,,
12/11/2019 11:47:55,Obs 03,Abighail Gómez Moreno ,24,Cona00024,-1,-2,+1,-1,+1,+1,+1,+1,+1,0,+1,0,No identificado,No identificado,-1,-1,-2,1,,
12/11/2019 11:48:19,Obs 04,ANTONIO,44,Cona00044,+1,+2,+1,+2,+1,+2,+2,+1,+2,+2,+1,+2,No identificado,No identificado,+2,+2,+1,6,presenta fractura de ambos cóndilos y solo están presentes los órganos dentarios anteriores,
12/11/2019 11:49:57,Obs 03,Abigail Gómez Moreno ,34,Cona00034,-1,-1,-1,-1,0,0,0,0,+1,+1,0,+1,+1,+1,+1,+1,+2,1,,
12/11/2019 11:49:58,Obs 04,ANTONIO,70,Cona00070,+1,+2,+2,+2,+2,+2,0,0,+1,+1,-1,-1,+1,+1,0,0,0,0,,
12/11/2019 11:55:29,Obs 03,Abigail Gómez Moreno ,67,Cona00067,0,0,-1,-1,0,0,+1,+1,-1,-1,0,-1,+1,0,0,+1,-1,5,,
12/11/2019 11:57:28,Obs 03,Abigail Gómez Moreno ,78,Cona00078,-2,-2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,,
12/11/2019 11:59:42,Obs 03,Abigail Gómez Moreno ,35,Cona00035,-1,+1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,No identificado,No identificado,+1,+1,+1,1,,
12/11/2019 12:07:11,Obs 03,Abigail Gómez Moreno ,76,Cona00076,0,-1,-2,-2,+1,+1,-1,+1,-1,-1,-1,-1,+1,-2,-1,-1,0,8,,
12/11/2019 12:10:21,Obs 03,Abigail Gómez Moreno ,43,Cona00043,+1,0,0,0,+2,No identificado,+2,+2,0,0,-1,-1,+2,+2,+2,+2,+2,6,,
12/11/2019 12:12:10,Obs 03,Abigail Gómez Moreno ,12,Cona00012,0,-1,+1,0,0,0,0,0,0,0,-2,-2,-1,-1,0,0,-1,2,,
12/11/2019 12:14:41,Obs 03,Abigail Gómez Moreno ,39,Cona00039,+1,-1,+1,+1,0,0,+1,+1,+1,+1,-2,-2,+1,No identificado,+1,+1,+2,1,,
12/11/2019 12:16:41,Obs 03,Abigail Gómez Moreno ,71,Cona00071,+1,+1,+1,+1,+1,+1,0,+1,+1,+1,-1,-1,0,+1,-2,-2,0,2,,
12/11/2019 12:19:03,Obs 03,Abigail Gómez Moreno ,41,Cona00041,0,-1,-1,-2,+1,+1,+1,0,-1,-2,No identificado,-2,No identificado,0,No identificado,-1,+1,0,,
12/11/2019 12:20:58,Obs 03,Abigail Gómez Moreno ,22,Cona00022,-1,-1,0,-1,0,0,0,0,0,-1,-2,-2,+1,-1,-1,-1,+1,2,,
12/11/2019 13:02:20,Obs 03,Abigail Gómez Moreno ,28,Cona00028,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,No identificado,No identificado,0,0,-1,3,,
12/11/2019 13:04:46,Obs 03,Abigail Gómez Moreno ,21,Cona00021,0,+1,+1,0,+1,+1,0,0,+1,0,-1,-1,+1,0,0,0,+2,0,,
12/11/2019 13:06:25,Obs 03,Abigail Gómez Moreno ,16,Cona00016,+1,+2,+1,0,+2,+2,0,0,+1,0,-2,-2,+1,+1,+1,+1,-1,0,,
12/11/2019 13:08:25,Obs 03,Abigail Gómez Moreno ,68,Cona00068,-2,-1,-1,-1,+1,0,+1,0,-1,-1,0,0,0,0,0,0,-2,0,,
12/11/2019 13:10:01,Obs 03,Abigail Gómez Moreno ,36,Cona00036,-1,-2,-1,-1,+1,+1,0,0,-1,-1,-1,0,+1,0,-1,-1,-2,5,,
12/11/2019 13:11:49,Obs 03,Abigail Gómez Moreno ,03,Cona00003,0,-1,-1,0,No identificado,No identificado,+1,+1,-1,-1,0,+1,+1,No identificado,+2,+2,-1,0,,
12/11/2019 13:13:10,Obs 03,Abigail Gómez Moreno ,52,Cona00052 ,0,0,-2,-1,0,+1,-1,-1,-2,-1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-1,0,,
12/11/2019 13:14:48,Obs 03,Abigail Gómez Moreno ,63,Cona00063,-1,-2,0,-1,+1,+1,0,+1,0,-1,0,0,0,0,0,0,+1,6,,
